tau,tau_sc,tau_ac,tau_dw,tauAP,tauAP_sc,tauAP_ac,tauAP_dw,tauH,tauH_sc,tauH_ac,tauH_dw
0.391812865497076,0.30019493177387924,0.2477582846003898,0.4257028112449799,0.2764009320381869,0.1779038817029013,0.16602816029286616,0.254834011697737,0.3761150549706502,0.4162370462551889,0.2782546341192391,0.44122395321218305
0.12318840579710146,0.3115942028985505,0.1641908212560388,0.16504854368932043,0.13888411564440228,0.24287062212396596,0.07999951017141634,0.2697689291492794,0.12410593221196228,0.43819797263841787,0.30063679997561615,0.2049047487183043
0.2736842105263158,0.17894736842105347,-0.015964912280701734,0.27247191011235955,0.3965082764536897,0.19084049802845618,-0.0141584801032617,0.4205613748251149,0.1595197606027289,0.047124589538709655,-0.1510368112976163,0.12174302615584973
-0.021739130434782608,0.09782608695652162,-0.005072463768115966,0.012931034482758612,-0.017940442052324312,0.05171830748174473,-0.04505918255089387,0.06971679883344244,-0.11116789894772908,0.10476319173243248,-0.03753505836477196,-0.10226625518530742
0.014492753623188406,0.1171497584541061,-0.01853864734299513,0.06849315068493146,0.07866258325577531,0.027523106537668998,-0.12515817177157912,0.08012003583531985,0.04028284987446525,0.224062851027983,0.08380375090859776,0.14929252608328303
0.31225296442687744,0.4901185770750981,0.3895915678524377,0.5104166666666667,0.274321491514708,0.4932961306448483,0.36566018215179036,0.4093192644898267,0.3964826465281283,0.5822238422035306,0.47259524936375863,0.6460570511283935
-0.013333333333333334,0.17444444444444465,0.18011111111111106,0.09425785482123507,0.06431719734401772,0.10432055854387215,0.07151709509217859,0.16364614453340642,-0.036588917798451887,0.22761794970126817,0.26617302037036394,0.03660573899890254
-0.1695906432748538,0.1793372319688108,-0.041228070175438565,0.04400000000000002,-0.126409012193326,0.21164359802023228,-0.008107307165722158,0.1786961704994387,-0.3927565717802354,0.09895683874076956,-0.11608954365343327,-0.2538320933238777
-0.23976608187134502,0.14424951267056507,0.3873294346978557,-0.37765957446808507,-0.22105977718722813,0.135137330745991,0.3975749506182508,-0.4174161388747587,-0.18339240063362883,0.1896969061249864,0.39203158536141913,-0.32333339770288094
0.2571428571428571,0.5317460317460316,0.5719841269841268,0.4446397188049208,0.3407215797618272,0.43939203197330007,0.46709396695280875,0.6220788514281225,0.17059602465028836,0.5102520004760476,0.5077456055177257,0.30750565645798594
0.1341991341991342,0.1803751803751802,0.07344877344877346,0.4064039408866995,0.21558098273047374,0.07141715739036242,-0.07202229479217889,0.42738276030593136,0.11737276545846825,0.33247695844799924,0.20771125493609008,0.4621965490977134
0.12698412698412698,0.13492063492063527,-0.0066137566137565995,0.13804173354735153,0.12264564915205797,0.007004327413939711,-0.12339408789740074,0.12641206572206812,0.13349945886789058,0.2845152514742724,0.10498665441268996,0.22866621957033387
