tau,tau_s,tau_ar,tau_a,tau_m,tauAP,tauAP_s,tauAP_ar,tauAP_a,tauAP_m,tauH,tauH_s,tauH_ar,tauH_a,tauH_m
-0.05138339920948617,-0.22529644268774704,-0.10632411067193671,-0.0409090909090908,-0.3184357541899443,0.005966681628094437,-0.08125525770473684,-0.04324861208076093,0.014203479040812704,-0.20025017838893938,-0.02765420835032978,-0.21332286795529848,-0.06226666130874937,0.04499971855122989,-0.3213507523045777
0.08571428571428572,-0.19047619047619047,-0.07285714285714283,0.20000000000000037,-0.09473684210526319,0.12050685039075111,-0.04942547132949599,0.01666268005944845,0.19423406177443056,-0.3173871480232833,0.09362143630510396,-0.16071109968539998,-0.014024168110037679,0.2669722991917547,-0.1885075970736085
0.029411764705882353,0.20588235294117646,0.26911764705882324,-0.261363636363636,-0.33333333333333326,0.1513805638805639,0.2784040612165613,0.2997483115842487,0.043036637929660095,0.022727272727272728,-0.16042168978603713,-0.16724216826435573,0.024629414868551202,-0.4358538045550959,-0.15736091099771707
-0.1695906432748538,-0.3684210526315789,-0.2491228070175436,-0.14351851851851852,-0.15471698113207571,-0.19567680866700482,-0.4052908511241839,-0.2772294392698804,-0.1556453175440386,-0.17695704725853637,-0.41122503336721666,-0.408334087407748,-0.2797791711045246,-0.4369064674534096,-0.4783016410595468
0.07333333333333333,0.02,0.14000000000000007,0.34090909090909044,0.25000000000000006,0.17949607616201313,-0.0009684477664689977,0.09602630209072192,0.2879810416615709,-0.30947842661583796,0.04518119522788102,0.11110371202308884,0.22180228762572346,0.341652987025143,0.16506904942616565
0.28654970760233917,-0.2046783625730994,-0.06315789473684215,0.3555555555555555,0.15000000000000002,0.18731392064725375,-0.31249743357586485,-0.135580487277791,0.4155992525492119,0.2794490757520842,0.4500730177089207,-0.07041897840920538,0.05746064688202679,0.5252176122066683,0.2635535889520426
0.21367521367521367,0.24786324786324787,0.347008547008547,0.6615384615384626,0.3157894736842105,0.21953793979529848,0.09840441394457845,0.22524227890791348,0.5700366043482873,0.3878312803284808,0.3082134707763263,0.42855554368292453,0.5039340521397269,0.7767270136042228,0.271651110276289
0.058823529411764705,-0.35294117647058826,-0.19852941176470598,-0.15384615384615388,-0.3802816901408451,0.06608565046065044,-0.31810134310134314,-0.18650471923909429,-0.15081436563165923,-0.3993993993993994,0.2201037113656771,-0.2969643948303344,-0.13103586396000041,-0.03530154611881694,-0.49989216964487654
0.0380952380952381,-0.3238095238095238,-0.07238095238095228,0.011764705882352962,0.24590163934426243,0.09310447593342298,-0.326523887619088,-0.0724723657405545,0.1602918551209074,0.34349388928828184,0.11055518928114634,-0.24914638454163032,-0.0012067073060688404,0.14514834334678858,0.2707518343067629
0.16176470588235295,-0.14705882352941177,-0.07500000000000001,0.20833333333333365,0.23943661971830987,0.17173763736263745,-0.05554653679653679,-0.012647872960372956,0.18292078870893966,0.17768027400013314,0.1992632365407016,-0.15513982556164632,-0.056512066888355694,0.26211045929893234,0.29744692690529095
