tau,tau_sc,tau_ac,tau_dw,tauAP,tauAP_sc,tauAP_ac,tauAP_dw,tauH,tauH_sc,tauH_ac,tauH_dw
-0.006980802792321117,0.49173756544502617,0.3113913544393543,0.08942522321428571,0.019041867625485258,0.458536171179415,0.28090322371768695,0.07325220501905037,-0.0704589059521647,0.48473718357600104,0.2943687455011898,0.021886905241683796
0.06629925599338661,0.531289611463213,0.3635677872692202,0.07260213143872114,0.011946997518179419,0.4290895605753924,0.1599260889659786,-0.048435211907323826,0.12675582354926865,0.6170498717809751,0.5109695011997193,0.14191824533077385
0.29036427732079906,0.3431551116333725,0.21732153349001176,0.42317783608307,0.18467798413773595,0.25614059853766274,0.13261235325330156,0.2613548922057115,0.3642133045194858,0.52925133616012,0.4355074861661147,0.6307011721340928
0.20567203975275725,0.44486526885630023,0.28121401951278635,0.27332807630205425,0.1670927921907024,0.33874291291952296,0.15683750342250607,0.22640876734838286,0.07544814215556421,0.4563628369289191,0.2869980101363618,0.023829847157699924
-0.22077922077922077,1.0,1.0,nan,-0.20669410977902805,1.0,1.0,nan,-0.431065720567976,1.0,1.0,nan
0.2,1.0,1.0,0.5,0.3266666666666667,1.0,1.0,0.6983240223463686,-0.006802721088435386,1.0,1.0,0.286096256684492
0.17106227106227107,0.2779761904761905,0.0784426510989011,0.23279729449927533,0.13121787824580247,0.22257902128789442,0.0031416784945141906,0.1619223859638225,0.2191529024416108,0.33421780767961984,0.21211088914839984,0.22877848968975772
0.1570597567424643,0.3039397144368059,0.1743373215230037,0.30503335354760464,0.21969126924109583,0.19026675589922915,0.07099855955362015,0.320826046869733,0.0509181615920656,0.435778164348991,0.33138999887406906,0.28096349786155994
0.18752178459393518,0.38428023701638203,0.23835068839316836,0.21441482150926344,0.20246365033851418,0.3414538838121916,0.202597874696921,0.23391731682426795,0.2712173502449341,0.48739390814905875,0.3915468826427548,0.29238158487330906
-0.08340649692712906,0.6232440737489026,0.5615260096575944,-0.31634386680258236,-0.06751203295651387,0.6006543259252819,0.5303331128824081,-0.12977334157307271,-0.16842406594989673,0.5240092969122498,0.4599107854340689,-0.384012112495937
0.15059457450761798,0.9783769973987365,0.9701536951876626,0.3333333333333333,0.11766514139693156,0.9592232375580417,0.9365631690140934,0.10899352902210133,0.14181585798877586,0.9868532161439193,0.9820129312671103,0.6735513016350977
0.009230769230769232,0.19692307692307692,-0.10192307692307692,-0.0375,0.09642557618567839,0.3349063430919278,0.12074369696776027,0.05570514993636761,0.03670743230172071,0.11133241083719736,-0.2866717613118695,-0.0400646813725329
0.1191919191919192,0.2851010101010101,0.08607954545454545,0.20825515947467166,0.05754859490792584,0.25988397623770726,0.07935660729568042,0.18236924671502813,0.08420919639361422,0.32507828509499176,0.16923087923046076,0.1983303845543745
0.6190476190476191,1.0,1.0,1.0,0.7388888888888887,1.0,1.0,1.0,0.4214876033057853,1.0,1.0,1.0
-0.2608695652173913,0.365036231884058,0.18625452898550723,-0.0922294843863471,-0.09228556429683578,0.34635653488918916,0.12343483064271514,-0.002127753063708424,-0.2492575068020806,0.3562222975808558,0.22696871378735348,-0.09763342356952914
0.07247524752475247,0.3170792079207921,0.15070544554455445,0.04219096965210955,-0.01390748763173507,0.2721313922211414,0.10552730273777751,-0.0377154587418506,0.15367563957051236,0.44614532000802654,0.31229372613178724,0.1711536172801718
0.0998872921949845,0.7458615102845872,0.6437200619892928,0.18545454545454537,0.06210867008720937,0.6580975739131222,0.4902362823813005,0.1454399805134777,0.14010004297649697,0.8077830032410543,0.7417474043464565,0.25286505731303394
0.23232323232323232,0.14772727272727273,0.06695075757575758,0.3333333333333333,0.2224534823307167,0.13911589085754097,0.018405505884564813,0.29963172635420754,0.1245585918778939,0.10375866734287187,0.06046610030201809,0.24038997028892015
0.08133971291866028,0.7222317156527683,0.6210163192071086,-0.02583025830258303,0.07274879648517835,0.6257000810588531,0.5045175165284811,-0.06788765911139748,0.11935982897480885,0.7943998636565531,0.7137385377666443,0.14154495905144288
-0.1067193675889328,0.3132411067193676,0.13339920948616601,-0.0064516129032258064,-0.08973826701803075,0.3326123895356746,0.15562468021910283,-0.014206364231888546,-0.047201259241776726,0.4054424292865737,0.2313037294239468,-0.04883339480190934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.048265460030165915,0.752262443438914,0.6402243589743589,0.33617021276595743,0.041567548406141,0.676816007554411,0.54376110124689,0.5190330886610932,-0.14498411363078767,0.7184306574698899,0.593073217905987,0.06189911997759227
0.1727911154662747,0.5083700800261309,0.3563255348685285,0.049438938000416724,0.03161535236441557,0.452248174327308,0.26811566949748084,-0.06392956162423365,0.03292596711194329,0.5435086332997638,0.36873696417728125,0.01430920866121186
-0.028832951945080093,0.4391685736079329,0.31867848970251716,-0.02127659574468085,-0.11163013281945819,0.3965976052919072,0.2677852291282889,-0.1410540666068184,0.06943904754752334,0.5853528499214012,0.5012353510808931,0.1721890431790366
0.24576068784332458,0.8353833293527585,0.7642317988217499,0.3221075502444324,0.2349300620702573,0.8056424757544143,0.7324805156277722,0.21145218862405005,0.35653075369561904,0.8880507768853235,0.8394657905235985,0.5250386554385008
-0.4,0.125,-0.04375,-0.5,-0.375,0.0,-0.2679036458333333,-0.52,-0.354014598540146,0.23791058394160589,0.08094776459854017,-0.3931398416886543
-0.12920089619118746,0.7897218073188947,0.7164307552277819,-0.08354430379746836,-0.0462386770936939,0.7399713613035516,0.6318468198717379,-0.041713852725026965,-0.12864535763911863,0.849808732378499,0.8025856589828155,0.10405752453218758
0.07151629664619745,0.9386632026452527,0.9157844237128011,0.16464471403812825,0.042188818088650056,0.9184305284658532,0.8941028547071547,0.04954370329103483,0.17402267644624037,0.960984035831722,0.9456510064091812,0.46154364160140476
0.09600477042337507,0.49314251639833034,0.2808922182468694,0.21212121212121213,0.0660453422389446,0.43028025006569265,0.20931143577243644,0.15769701471922848,-0.006343136807982722,0.5995347866622206,0.4639717031742167,0.23147430486965134
0.20784313725490197,0.4456862745098039,0.2725735294117647,0.20738636363636365,0.1922904074556271,0.35631733737841426,0.1685565741581207,0.1299648392337558,0.19910175176070238,0.5812280543207216,0.4457224328800531,0.3137977741301245
0.03512596899224806,0.22474563953488372,0.054218144379844964,0.058712631295448424,0.05075473750719327,0.1521651574410518,-0.038442546498332626,0.036725623338561275,-0.0580119702275847,0.32459262634144115,0.23014838485544992,0.004592566153853297
0.32763532763532766,0.42165242165242167,0.2756855413105413,0.49411764705882355,0.3030433665389699,0.48380286658983807,0.3270012354091426,0.45906213212720276,0.3932148473423432,0.4903881178664899,0.4001414065810962,0.5487944651334405
0.14582763337893298,0.7005471956224351,0.6023255813953489,0.32061199931236034,0.13716060990208231,0.6366392658701041,0.5435544866570025,0.29177685891899363,0.19621368626758548,0.662696460154544,0.5875636770032269,0.11457841155029798
0.11122994652406418,0.25966680378445084,0.12259101192924722,0.191298886973718,0.07064400249736284,0.17261983357903346,0.042599975573353974,0.13014699783150402,0.12388282255161676,0.41487235940697836,0.3456657819007731,0.2940103537455317
0.12848101265822784,0.32056962025316454,0.20935027689873417,0.2816871998329506,0.08160892230920644,0.30350525077460994,0.2001999121205736,0.224821425945488,0.04733754682281994,0.2583387062802831,0.15634348181375843,0.1282417144539126
-0.016749926535409933,0.5941081398765795,0.4577900014692918,-0.11329511329511328,0.027736857721439294,0.5078856358087949,0.3372573296590302,0.04467039565167599,-0.09116413791318251,0.4281301054479452,0.29243310725665594,-0.34848673147733095
0.28205128205128205,0.022435897435897436,-0.14342948717948717,0.30434782608695654,0.10198412698412693,-0.060975829725829635,-0.2491409632034631,0.11693333472676543,0.49445248211231063,0.10320996361525193,-0.03702979347568735,0.4879625342613569
0.15497323189630882,0.557621865314173,0.41229703789799943,0.3018627200816535,0.0950488291590478,0.4518940494420455,0.25731283667864446,0.1574224411525291,0.2430478542853278,0.6868845066986854,0.5872516107591298,0.48624039374507516
-0.24675324675324675,0.6147186147186147,0.4724025974025974,-0.25,-0.1623026988573208,0.5352850670540559,0.3525747617065056,-0.05218808573175284,-0.0583504777746632,0.6894268839680648,0.5634389127463433,-0.16466234573171992
0.30054461667364896,0.7539798910766653,0.653838500209468,0.27972027972027974,0.18812314346486977,0.6693245750067007,0.5256568928360467,0.13485709689681077,0.3940713562893243,0.8325665374123099,0.7659047281047069,0.5379244786940186
0.5897435897435898,0.657051282051282,0.5402644230769231,-0.16666666666666666,0.5940355940355938,0.6388035864598359,0.5466549328854016,-0.22076892588188657,0.6008911049194889,0.7041837297435499,0.5845884982045412,0.07977194527213519
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07076923076923076,0.6707692307692308,0.5475,-0.16666666666666666,0.07750428542755919,0.6526112942381312,0.5371807459966544,-0.2804218868855281,-0.021644782917436985,0.7616658499073876,0.6691561012027037,-0.15008649135531615
-0.3333333333333333,-0.4166666666666667,-1.0,-1.0,0.0,-0.34375,-1.0,-1.0,-0.3636363636363636,-0.4431818181818182,-1.0,-1.0
