topic,doc,score,rel
251,clueweb12-0000wb-01-01965,0.326271811017983,2
251,clueweb12-0000wb-09-15706,0.320177286383204,0
251,clueweb12-1013wb-37-14846,0.306558246316751,0
251,clueweb12-1215wb-46-27010,0.304937776937988,0
251,clueweb12-1909wb-95-24705,0.302072170580942,1
251,clueweb12-0109wb-78-28491,0.299248397012941,1
251,clueweb12-0109wb-95-18391,0.298936869745276,0
251,clueweb12-0109wb-78-15059,0.298882059343392,2
251,clueweb12-0108wb-32-02282,0.294345989175998,2
251,clueweb12-0100wb-35-33950,0.294318826123169,1
251,clueweb12-0305wb-21-19680,0.294228326520981,1
251,clueweb12-0402wb-42-03338,0.293628155304814,1
251,clueweb12-1813wb-93-16300,0.293377957217982,1
251,clueweb12-1609wb-36-07010,0.292471364360919,0
251,clueweb12-0107wb-34-06158,0.292439698210303,1
251,clueweb12-0206wb-76-12147,0.292088473072617,1
251,clueweb12-0109wb-78-15053,0.289946846794719,2
251,clueweb12-0611wb-31-01934,0.286188309825998,1
251,clueweb12-0005wb-40-31709,0.285323932505078,2
251,clueweb12-0000wb-90-32205,0.284819910986306,2
251,clueweb12-0005wb-51-29090,0.283928169954499,1
251,clueweb12-0606wb-82-20531,0.283894170125306,2
251,clueweb12-1311wb-78-02668,0.283654113680175,1
251,clueweb12-0502wb-72-00492,0.283397957582143,0
251,clueweb12-1414wb-08-17160,0.282800602971425,1
251,clueweb12-1412wb-40-17283,0.282650501636698,1
251,clueweb12-0509wb-43-29013,0.282169722682706,0
251,clueweb12-0007wb-42-14374,0.281462948337387,0
251,clueweb12-0006wb-46-08115,0.281363446619445,0
251,clueweb12-1910wb-43-12562,0.281288620632513,1
251,clueweb12-1513wb-89-14855,0.281120982710988,1
251,clueweb12-1801wb-84-12530,0.281010775426249,0
251,clueweb12-1100tw-90-11903,0.280941652750587,1
251,clueweb12-0007wb-42-14376,0.280881859346011,0
251,clueweb12-0106wb-28-19063,0.279134101036944,0
251,clueweb12-0310wb-58-26418,0.277821473252147,0
251,clueweb12-1404wb-89-12115,0.27745045728252,0
251,clueweb12-0411wb-39-34709,0.277080364759273,1
251,clueweb12-1215wb-89-04895,0.276978831048433,0
251,clueweb12-1411wb-86-24278,0.276376641007657,1
251,clueweb12-1515wb-33-01976,0.276266812613681,0
251,clueweb12-1010wb-92-08954,0.2761218765131,0
251,clueweb12-1801wb-25-07855,0.275757357771864,0
251,clueweb12-1503wb-18-23612,0.275187937665532,0
251,clueweb12-0007wb-42-14375,0.275147495334845,0
251,clueweb12-0402wb-55-11074,0.275102219950486,0
251,clueweb12-0310wb-58-26417,0.274967313211587,0
251,clueweb12-1701wb-90-31942,0.274521157846652,0
251,clueweb12-0704wb-57-02268,0.274497493850117,1
251,clueweb12-0002wb-97-13206,0.274321932254768,2
251,clueweb12-0904wb-11-05643,0.274251184344772,0
251,clueweb12-0713wb-95-14956,0.274081546636111,0
251,clueweb12-0202wb-74-11708,0.274045546010595,0
251,clueweb12-0006wb-56-01050,0.273978975733394,0
251,clueweb12-0611wb-20-30820,0.273333439762969,0
251,clueweb12-1909wb-82-11090,0.273025739547941,0
251,clueweb12-1011wb-95-02065,0.27263350837774,0
251,clueweb12-0003wb-78-11215,0.272063940061878,0
251,clueweb12-1910wb-96-19272,0.271521621306474,0
251,clueweb12-1006wb-55-09276,0.270926860566853,0
251,clueweb12-0003wb-49-14717,0.270904321775159,0
251,clueweb12-1703wb-68-11510,0.270829073280456,0
251,clueweb12-0300tw-64-12067,0.270614469977814,0
251,clueweb12-1504wb-72-03386,0.270273287483204,0
251,clueweb12-1101tw-05-00025,0.270000283654002,0
251,clueweb12-0002wb-45-16640,0.269955572126833,0
251,clueweb12-1912wb-36-14646,0.26938330109836,0
251,clueweb12-0208wb-25-08664,0.269299787404286,1
251,clueweb12-1310wb-25-05263,0.269177302795707,0
251,clueweb12-0006wb-79-25345,0.269141145203109,0
251,clueweb12-1503wb-68-15071,0.268636590653292,0
251,clueweb12-1414wb-69-21960,0.268478445535231,0
